dates,Norway,Algeria,Russia,Azerbaijan,Libya,UK net flows,LNG,EU total,Nord Stream,Ukraine Gas Transit,"Yamal (BY,PL)",Turkstream
1/9/2021,209,120,439,16,9,-72,121,843,170,111,110,25
1/10/2021,212,122,436,16,10,-75,105,825,169,110,110,23
1/11/2021,206,119,440,16,13,-64,139,869,171,110,110,27
1/12/2021,211,99,443,16,14,-73,157,866,170,110,110,29
1/13/2021,213,89,446,16,12,-85,161,852,170,109,110,30
1/14/2021,214,89,450,16,11,-85,148,842,171,108,110,30
1/15/2021,199,101,460,16,9,-85,152,850,171,109,115,34
1/16/2021,199,109,459,16,6,-80,121,829,170,108,114,36
1/17/2021,211,108,459,16,9,-71,113,845,170,109,115,37
1/18/2021,213,103,458,16,10,-71,146,874,170,107,115,38
1/19/2021,213,98,456,16,8,-60,135,867,170,106,115,38
1/20/2021,220,99,451,16,8,-46,123,870,171,107,115,36
1/21/2021,213,91,451,16,8,-60,119,838,170,106,115,35
1/22/2021,215,88,447,16,9,-66,99,807,170,105,115,32
1/23/2021,213,100,439,16,8,-65,78,790,171,104,115,29
1/24/2021,175,106,439,16,8,-65,79,758,170,106,115,28
1/25/2021,198,107,446,16,12,-65,101,814,170,107,115,30
1/26/2021,208,115,452,16,12,-66,111,848,171,110,115,32
1/27/2021,210,117,455,16,9,-63,122,866,171,112,115,32
1/28/2021,213,118,453,16,9,-38,108,878,171,108,115,32
1/29/2021,217,120,453,16,9,-54,97,856,171,107,115,32
1/30/2021,217,118,449,15,9,-64,84,828,171,108,115,30
1/31/2021,217,118,448,15,9,-60,89,836,171,109,115,29
2/1/2021,212,118,449,16,9,-39,118,883,171,113,110,32
2/2/2021,211,118,450,14,12,-23,120,902,170,111,110,32
2/3/2021,212,118,453,16,12,-21,115,904,170,114,115,32
2/4/2021,221,118,458,16,11,-19,119,923,172,118,115,29
2/5/2021,226,118,459,16,12,-20,127,937,173,116,115,29
2/6/2021,226,117,460,13,10,-17,119,927,172,118,115,27
2/7/2021,230,117,454,15,10,-23,112,914,171,118,115,26
2/8/2021,221,118,451,16,11,-35,139,920,171,119,115,27
2/9/2021,207,117,451,16,13,-47,153,910,171,118,116,27
2/10/2021,211,118,453,16,13,-39,171,942,170,113,116,29
2/11/2021,226,118,463,16,11,-19,191,1005,171,121,116,31
2/12/2021,241,118,461,16,11,-22,204,1029,171,119,115,33
2/13/2021,232,117,455,16,10,-18,164,974,171,119,110,34
2/14/2021,221,116,451,11,10,-20,161,950,170,117,110,34
2/15/2021,244,118,454,17,13,-6,167,1006,170,118,110,35
2/16/2021,240,119,449,18,9,14,188,1035,170,116,110,35
2/17/2021,240,117,430,18,10,15,191,1021,170,91,110,37
2/18/2021,244,117,407,16,8,11,204,1006,171,83,96,36
2/19/2021,234,118,396,15,10,1,187,960,170,81,96,35
2/20/2021,230,117,364,15,6,-14,154,871,170,61,87,31
2/21/2021,230,117,371,15,9,-14,159,886,171,71,86,30
2/22/2021,232,118,368,13,12,-9,210,944,170,64,86,33
2/23/2021,215,115,366,12,12,11,195,925,171,64,86,32
2/24/2021,224,117,368,14,12,15,172,921,171,65,91,31
2/25/2021,224,117,372,9,11,14,182,929,171,69,91,28
2/26/2021,230,118,386,12,11,13,176,945,170,78,94,29
2/27/2021,231,116,417,14,11,1,180,969,171,103,102,26
2/28/2021,231,116,418,14,11,-3,174,960,170,103,104,26
3/1/2021,233,119,428,14,11,2,231,1037,171,107,101,34
3/2/2021,225,116,440,15,10,-1,249,1054,171,109,110,35
3/3/2021,219,119,444,15,11,-2,230,1035,170,114,110,34
3/4/2021,201,119,447,15,11,-4,234,1021,170,114,110,34
3/5/2021,202,118,449,15,12,-6,239,1030,170,115,110,34
3/6/2021,204,117,449,15,11,-27,236,1004,171,118,110,33
3/7/2021,136,116,448,15,11,-10,239,955,170,118,110,33
3/8/2021,205,121,453,14,12,-12,284,1076,171,118,110,32
3/9/2021,221,121,453,14,14,-5,287,1103,170,118,110,33
3/10/2021,236,119,424,15,13,-4,294,1096,170,102,101,33
3/11/2021,235,118,420,15,12,-6,285,1079,171,97,100,37
3/12/2021,238,119,438,14,10,-3,272,1088,170,112,106,37
3/13/2021,244,118,444,15,9,-5,198,1022,170,118,110,33
3/14/2021,247,118,442,14,11,-2,202,1032,171,119,110,29
3/15/2021,249,118,448,14,11,7,252,1096,170,119,110,33
3/16/2021,247,118,452,13,10,18,263,1121,171,121,110,35
3/17/2021,240,119,454,15,10,17,282,1137,170,121,110,36
3/18/2021,242,119,456,15,11,16,296,1153,171,120,110,36
3/19/2021,242,119,454,15,12,14,300,1156,170,121,110,37
3/20/2021,238,119,452,15,10,17,288,1137,170,121,110,37
3/21/2021,226,118,452,15,10,16,293,1130,171,121,110,36
3/22/2021,242,121,459,15,13,19,303,1172,172,119,110,39
3/23/2021,254,119,460,15,12,16,311,1187,173,121,110,39
3/24/2021,257,118,459,15,10,16,300,1175,173,121,110,40
3/25/2021,257,119,462,15,10,16,292,1170,173,122,110,41
3/26/2021,245,119,464,14,12,10,293,1157,173,122,110,39
3/27/2021,233,118,439,14,10,2,230,1044,165,118,106,31
3/28/2021,228,119,451,14,10,0,226,1047,173,117,110,31
3/29/2021,228,119,452,14,12,2,264,1091,173,119,110,29
3/30/2021,251,119,453,14,10,4,256,1107,173,119,110,31
3/31/2021,255,113,449,14,6,7,257,1100,173,116,110,31
4/1/2021,240,101,448,15,4,17,288,1113,171,117,110,31
4/2/2021,246,101,448,16,4,18,287,1119,171,117,110,31
4/3/2021,249,99,445,18,4,18,275,1107,171,117,110,30
4/4/2021,256,99,444,17,4,13,284,1117,171,117,110,30
4/5/2021,256,104,447,17,4,14,297,1140,171,118,110,33
4/6/2021,250,100,450,17,4,18,301,1139,169,121,110,34
4/7/2021,235,93,453,17,4,10,320,1132,172,117,110,35
4/8/2021,241,101,454,17,4,17,316,1149,171,119,110,35
4/9/2021,209,113,414,17,5,19,313,1091,173,117,71,35
4/10/2021,219,105,418,17,5,18,285,1067,172,117,79,32
4/11/2021,217,104,415,17,5,18,257,1033,174,116,79,30
4/12/2021,216,109,412,17,5,8,272,1039,172,116,79,31
4/13/2021,196,111,429,17,3,10,299,1064,173,118,91,32
4/14/2021,217,111,449,17,3,12,308,1118,169,122,110,32
4/15/2021,213,117,452,17,6,14,284,1103,167,122,110,34
4/16/2021,217,110,453,18,12,12,292,1114,168,123,110,34
4/17/2021,226,109,447,24,14,10,260,1088,170,118,110,34
4/18/2021,228,109,448,25,11,15,264,1099,171,118,110,33
4/19/2021,231,115,455,25,13,17,309,1164,171,123,110,34
4/20/2021,228,111,449,25,1,17,315,1144,172,118,110,34
4/21/2021,239,113,442,27,15,16,282,1133,170,117,110,32
4/22/2021,239,113,443,25,15,15,313,1163,171,117,110,34
4/23/2021,235,112,450,25,11,15,275,1122,171,118,110,35
4/24/2021,234,109,454,24,13,13,271,1118,171,118,110,33
4/25/2021,230,110,454,23,12,13,263,1103,170,118,110,32
4/26/2021,230,113,456,27,13,15,290,1143,170,118,110,32
4/27/2021,243,113,458,27,13,14,265,1132,171,117,110,34
4/28/2021,235,113,454,28,11,17,259,1116,170,116,110,33
4/29/2021,216,112,457,28,14,18,278,1121,171,118,110,33
4/30/2021,182,111,449,28,15,14,268,1066,170,116,110,29
5/1/2021,215,111,446,28,12,5,227,1044,171,122,110,27
5/2/2021,217,111,447,28,9,8,228,1047,171,122,110,26
5/3/2021,216,112,449,28,15,6,238,1064,171,122,110,27
5/4/2021,205,112,448,28,13,1,245,1053,171,122,110,26
5/5/2021,181,112,453,29,0,-10,233,998,171,122,110,29
5/6/2021,175,112,459,29,15,2,239,1032,170,122,110,31
5/7/2021,196,112,461,30,13,3,248,1062,170,123,110,31
5/8/2021,223,110,459,30,10,4,240,1076,171,122,110,33
5/9/2021,232,111,451,30,10,9,227,1070,171,121,110,27
5/10/2021,245,111,457,30,11,12,242,1107,171,121,110,34
5/11/2021,243,112,458,29,11,12,240,1104,171,121,110,35
5/12/2021,244,113,460,29,10,15,232,1104,171,121,110,36
5/13/2021,239,114,461,29,10,14,237,1104,170,122,110,35
5/14/2021,220,114,451,29,13,15,265,1107,171,122,110,28
5/15/2021,193,114,450,26,13,14,260,1070,170,122,110,28
5/16/2021,199,114,449,15,14,14,250,1055,170,122,110,29
5/17/2021,193,112,451,0,15,17,273,1060,170,122,110,29
5/18/2021,198,111,453,0,12,17,233,1024,171,122,110,28
5/19/2021,202,110,453,0,0,14,296,1076,170,122,110,28
5/20/2021,211,111,455,0,13,13,282,1084,171,122,110,29
5/21/2021,205,110,457,0,12,12,275,1071,171,122,110,31
5/22/2021,186,111,458,17,11,10,257,1050,170,122,110,35
5/23/2021,202,111,458,19,11,11,243,1055,170,122,110,32
5/24/2021,202,111,460,18,13,11,237,1052,171,122,110,33
5/25/2021,193,111,464,18,10,14,240,1051,171,122,110,36
5/26/2021,185,112,465,23,9,12,241,1045,170,122,110,37
5/27/2021,194,112,464,25,10,14,238,1057,170,122,110,37
5/28/2021,205,112,463,22,10,16,229,1056,171,122,110,36
5/29/2021,218,112,461,25,10,14,205,1044,170,122,110,34
5/30/2021,218,112,461,25,10,13,201,1038,170,122,110,33
5/31/2021,220,113,466,25,11,13,224,1070,171,122,110,35
6/1/2021,218,107,460,26,9,14,255,1087,171,122,110,33
6/2/2021,213,106,451,25,9,14,252,1070,171,122,110,34
6/3/2021,215,108,453,25,11,13,266,1090,170,122,110,34
6/4/2021,220,107,451,25,11,16,261,1090,171,122,110,36
6/5/2021,221,107,443,25,10,17,218,1040,170,120,110,34
6/6/2021,222,107,441,25,10,18,224,1047,170,120,110,33
6/7/2021,209,106,436,28,11,16,245,1051,169,120,98,37
6/8/2021,209,106,424,25,12,27,239,1042,169,120,96,29
6/9/2021,104,107,428,25,0,26,245,935,169,121,96,29
6/10/2021,160,107,443,24,14,27,243,1017,171,121,102,29
6/11/2021,160,106,451,25,13,23,235,1013,170,120,103,36
6/12/2021,212,107,447,25,8,14,201,1015,170,119,103,36
6/13/2021,223,108,448,24,8,13,193,1017,171,119,103,35
6/14/2021,224,107,459,26,11,15,185,1027,171,119,109,37
6/15/2021,226,105,457,26,10,21,188,1033,171,119,110,35
6/16/2021,232,98,459,30,7,15,171,1013,171,119,110,37
6/17/2021,201,108,462,28,3,18,176,995,171,119,110,39
6/18/2021,237,104,461,28,2,15,178,1024,170,119,110,38
6/19/2021,230,103,456,28,2,13,147,979,168,119,110,38
6/20/2021,220,102,455,26,2,13,131,948,168,119,110,36
6/21/2021,223,103,447,27,2,12,162,976,159,119,110,35
6/22/2021,224,104,441,26,0,15,166,976,153,120,110,35
6/23/2021,231,103,409,25,1,15,183,967,156,119,110,0
6/24/2021,238,102,412,25,1,12,179,968,158,119,110,0
6/25/2021,245,103,413,26,2,12,176,976,158,119,110,0
6/26/2021,239,103,414,27,2,13,153,950,161,119,110,0
6/27/2021,250,104,416,28,6,10,142,957,165,119,110,0
6/28/2021,260,103,430,28,11,13,193,1036,165,119,110,12
6/29/2021,263,101,454,28,10,12,186,1053,164,118,110,36
6/30/2021,257,101,454,29,0,14,173,1028,162,118,110,39
7/1/2021,261,99,443,23,0,14,175,1014,163,107,110,39
7/2/2021,251,98,441,24,2,13,178,1008,161,107,110,40
7/3/2021,259,97,440,25,11,13,166,1011,163,106,110,39
7/4/2021,264,96,440,26,11,12,169,1015,161,108,109,40
7/5/2021,261,96,436,27,13,19,199,1049,161,108,105,39
7/6/2021,263,95,352,27,14,28,181,959,171,109,12,40
7/7/2021,263,93,350,28,12,28,188,961,170,109,8,40
7/8/2021,263,94,352,29,10,29,203,980,169,108,14,40
7/9/2021,262,95,400,28,11,25,169,989,163,108,68,39
7/10/2021,261,95,431,30,8,28,150,1003,158,108,110,37
7/11/2021,263,95,426,30,8,17,145,984,157,108,110,36
7/12/2021,262,96,427,28,9,30,171,1022,150,108,110,38
7/13/2021,263,95,279,28,10,32,172,878,2,108,110,38
7/14/2021,264,96,279,28,11,19,156,852,0,109,110,38
7/15/2021,262,97,277,28,10,20,162,857,0,107,110,39
7/16/2021,260,97,276,28,11,27,151,851,0,107,110,39
7/17/2021,260,98,281,28,8,26,130,830,0,111,110,39
7/18/2021,260,98,277,28,8,26,126,823,0,108,110,37
7/19/2021,260,101,281,28,9,22,174,875,0,109,110,40
7/20/2021,261,102,280,28,10,25,173,879,0,109,110,40
7/21/2021,260,103,280,30,10,18,173,874,0,109,110,39
7/22/2021,261,102,280,30,10,18,178,879,0,109,110,39
7/23/2021,259,98,426,30,11,17,177,1018,149,108,110,38
7/24/2021,239,95,447,32,7,16,147,983,170,108,110,36
7/25/2021,217,96,445,32,7,15,140,952,170,108,110,35
7/26/2021,236,98,447,31,10,18,173,1013,169,108,110,37
7/27/2021,240,96,443,31,10,15,176,1012,162,108,110,38
7/28/2021,232,97,449,32,10,15,178,1013,169,108,110,38
7/29/2021,223,96,449,32,10,16,191,1017,170,108,110,39
7/30/2021,212,96,447,32,12,13,184,995,166,108,110,38
7/31/2021,204,95,412,32,10,14,168,936,169,108,76,38
8/1/2021,212,93,416,32,10,12,146,921,167,107,88,36
8/2/2021,217,90,403,30,11,14,163,928,169,108,78,36
8/3/2021,218,84,399,30,10,14,176,930,170,108,75,36
8/4/2021,239,82,396,31,10,13,168,938,170,108,75,36
8/5/2021,256,81,383,31,11,12,161,933,170,108,61,36
8/6/2021,256,81,389,31,13,10,161,941,170,107,62,36
8/7/2021,258,81,388,29,10,9,127,902,170,107,61,36
8/8/2021,261,86,386,29,10,7,127,904,170,106,59,36
8/9/2021,237,93,393,29,6,13,146,916,171,107,61,36
8/10/2021,249,95,392,29,11,13,147,935,170,106,61,36
8/11/2021,259,93,378,29,10,13,137,919,170,107,46,36
8/12/2021,261,86,375,29,10,23,144,928,169,106,46,36
8/13/2021,262,78,374,27,11,26,152,930,166,106,50,36
8/14/2021,262,75,375,26,9,17,170,934,168,106,48,36
8/15/2021,263,74,373,26,9,14,125,884,168,105,47,35
8/16/2021,263,72,375,27,12,26,120,894,169,106,47,35
8/17/2021,263,73,389,27,11,29,124,916,168,106,63,35
8/18/2021,264,79,390,29,11,23,131,926,169,105,62,36
8/19/2021,262,78,391,29,10,16,149,935,168,105,64,36
8/20/2021,263,85,392,29,11,13,146,939,171,105,60,36
8/21/2021,263,86,392,29,7,14,124,916,170,105,60,36
8/22/2021,264,88,391,29,7,13,112,904,170,104,61,34
8/23/2021,264,87,418,29,10,15,120,943,171,106,81,38
8/24/2021,255,81,431,29,10,16,166,987,171,105,92,38
8/25/2021,261,81,430,32,9,17,174,1004,170,105,92,41
8/26/2021,263,84,429,31,7,17,183,1013,171,105,92,41
8/27/2021,257,83,429,31,10,16,204,1031,171,105,92,41
8/28/2021,258,84,429,31,8,18,140,967,170,104,93,40
8/29/2021,258,84,429,32,8,16,142,968,171,104,92,41
8/30/2021,259,86,430,31,10,21,164,1000,171,105,92,41
8/31/2021,261,96,430,26,7,22,190,1030,171,105,92,41
9/1/2021,259,99,381,27,11,14,186,976,171,88,75,34
9/2/2021,252,99,385,26,10,15,185,972,171,88,79,33
9/3/2021,246,98,382,27,9,14,176,952,171,87,79,32
9/4/2021,238,99,382,27,6,11,158,922,170,87,79,31
9/5/2021,240,99,398,28,6,10,150,930,170,88,95,31
9/6/2021,239,102,362,27,9,14,180,932,170,89,60,26
9/7/2021,236,82,387,25,9,13,185,937,170,88,87,26
9/8/2021,237,81,387,22,9,13,190,938,170,88,87,27
9/9/2021,252,83,385,21,9,14,218,980,171,88,87,27
9/10/2021,247,82,395,20,9,16,211,980,170,89,87,34
9/11/2021,251,82,391,21,8,21,161,933,170,88,87,34
9/12/2021,248,83,383,20,6,14,148,904,170,88,87,26
9/13/2021,208,81,385,22,8,39,180,922,171,91,84,27
9/14/2021,208,81,405,24,7,15,179,921,170,90,100,29
9/15/2021,204,83,416,28,8,17,183,939,170,93,101,34
9/16/2021,210,81,417,28,8,21,176,940,171,99,97,34
9/17/2021,252,83,420,27,8,13,166,968,171,100,96,34
9/18/2021,248,83,416,27,6,12,118,911,171,94,98,34
9/19/2021,251,86,421,27,6,11,121,923,171,94,107,34
9/20/2021,245,91,415,27,10,14,183,985,171,97,102,34
9/21/2021,238,91,422,28,9,15,157,960,170,99,108,34
9/22/2021,244,86,424,28,9,20,161,972,171,101,108,34
9/23/2021,252,87,422,30,9,19,148,966,171,98,108,34
9/24/2021,258,87,421,29,9,44,157,1005,171,96,108,34
9/25/2021,263,87,416,29,7,54,140,995,170,91,108,34
9/26/2021,263,87,416,30,8,74,126,1004,170,91,108,32
9/27/2021,263,86,407,28,8,76,140,1007,171,91,107,23
9/28/2021,262,87,360,30,9,72,167,987,170,93,58,22
9/29/2021,241,87,395,30,8,82,150,993,171,103,82,24
9/30/2021,260,91,387,31,8,83,171,1029,170,100,77,24
10/1/2021,253,111,344,31,8,82,176,1004,171,93,29,39
10/2/2021,249,110,340,30,6,63,144,942,171,90,29,39
10/3/2021,251,110,338,30,6,65,140,941,170,90,30,37
10/4/2021,254,49,354,27,8,50,146,888,170,93,30,40
10/5/2021,254,109,360,28,9,56,172,988,170,95,32,40
10/6/2021,256,104,381,28,9,39,179,994,170,103,44,40
10/7/2021,257,104,381,28,9,46,189,1012,171,103,43,40
10/8/2021,256,104,386,30,7,53,194,1030,170,104,48,40
10/9/2021,257,109,375,30,6,50,148,976,172,96,47,40
10/10/2021,258,108,372,31,10,49,140,968,170,96,48,39
10/11/2021,258,113,375,30,11,37,167,990,170,101,44,40
10/12/2021,260,117,380,30,10,26,158,980,171,103,44,41
10/13/2021,260,117,376,30,10,33,176,1001,170,99,44,41
10/14/2021,261,115,364,30,11,63,182,1026,171,95,44,41
10/15/2021,261,109,363,30,14,52,209,1038,171,96,44,41
10/16/2021,264,101,360,30,11,47,198,1011,170,94,44,41
10/17/2021,264,98,362,30,11,59,195,1017,171,94,44,41
10/18/2021,264,98,364,30,11,65,230,1062,171,95,44,41
10/19/2021,262,98,367,31,10,77,188,1032,170,101,40,41
10/20/2021,264,96,359,31,10,69,194,1022,171,96,40,41
10/21/2021,239,97,368,31,10,64,198,1006,171,99,47,41
10/22/2021,235,96,360,30,11,49,207,988,171,95,42,40
10/23/2021,263,94,350,30,5,46,168,956,170,94,32,40
10/24/2021,259,96,356,30,8,48,165,962,171,94,36,40
10/25/2021,259,98,356,30,11,66,201,1022,171,94,35,41
10/26/2021,257,97,372,31,11,65,205,1039,171,101,40,41
10/27/2021,263,95,379,31,10,66,207,1050,169,98,50,41
10/28/2021,262,94,378,30,10,69,205,1047,171,97,50,41
10/29/2021,263,95,362,28,10,50,202,1010,170,99,33,41
10/30/2021,256,96,347,24,9,59,170,959,177,84,29,39
10/31/2021,263,97,323,23,9,58,169,941,171,79,20,33
11/1/2021,255,92,280,23,10,40,191,890,170,65,9,23
11/2/2021,248,94,287,23,10,18,226,905,170,73,9,21
11/3/2021,252,94,314,26,10,16,231,942,171,92,6,33
11/4/2021,248,94,344,27,11,17,233,974,172,100,26,35
11/5/2021,257,92,342,32,12,16,231,981,171,100,28,33
11/6/2021,258,92,330,32,9,38,228,988,170,96,20,32
11/7/2021,259,94,327,32,9,44,222,988,171,96,17,32
11/8/2021,262,95,337,32,10,17,258,1012,171,99,19,33
11/9/2021,261,94,365,32,10,34,260,1056,170,114,33,34
11/10/2021,263,95,383,31,10,37,262,1081,171,120,47,34
11/11/2021,230,94,379,34,10,52,257,1057,171,121,38,34
11/12/2021,192,93,377,32,9,74,242,1019,170,120,38,35
11/13/2021,244,93,381,30,9,49,211,1017,171,119,43,33
11/14/2021,262,94,383,30,9,37,201,1015,170,119,44,34
11/15/2021,260,95,392,32,11,26,238,1054,171,120,49,34
11/16/2021,250,94,395,32,11,20,245,1047,170,124,49,37
11/17/2021,259,95,397,32,10,24,231,1048,170,124,50,40
11/18/2021,263,94,405,32,10,28,252,1085,170,124,54,45
11/19/2021,263,94,398,33,9,29,273,1099,171,120,54,39
11/20/2021,258,92,390,32,9,13,241,1035,170,119,54,36
11/21/2021,255,92,389,32,9,15,224,1016,171,119,54,36
11/22/2021,237,94,393,32,10,19,267,1052,170,118,55,37
11/23/2021,237,93,395,32,10,14,265,1045,171,119,55,38
11/24/2021,239,93,397,32,9,9,242,1022,170,119,55,38
11/25/2021,244,93,401,32,13,5,260,1049,170,122,55,39
11/26/2021,252,92,405,32,9,14,232,1037,170,122,55,44
11/27/2021,245,92,397,32,9,7,213,994,170,122,54,34
11/28/2021,237,91,396,32,9,3,202,969,170,122,54,34
11/29/2021,237,85,404,32,11,4,283,1056,171,123,54,37
11/30/2021,256,83,406,32,13,11,280,1080,171,122,54,43
12/1/2021,238,89,397,32,13,9,246,1025,170,108,54,47
12/2/2021,238,92,400,31,11,-5,244,1010,171,108,54,46
12/3/2021,245,91,401,31,10,-2,263,1037,171,108,54,46
12/4/2021,252,93,399,30,8,5,201,987,170,108,54,46
12/5/2021,252,91,399,30,5,4,193,974,170,108,54,45
12/6/2021,249,87,403,31,11,-1,241,1021,171,109,54,45
12/7/2021,250,87,406,30,7,0,239,1019,171,111,54,46
12/8/2021,204,92,408,30,7,-9,236,968,171,112,54,46
12/9/2021,255,92,406,30,7,-3,245,1032,170,112,54,46
12/10/2021,260,91,406,30,8,20,235,1050,171,113,54,46
12/11/2021,262,92,400,30,8,11,208,1010,171,109,54,46
12/12/2021,262,89,399,30,6,18,208,1011,170,110,54,45
12/13/2021,263,96,402,30,9,23,249,1072,171,112,54,46
12/14/2021,260,97,401,30,8,21,270,1086,170,111,54,46
12/15/2021,263,98,404,30,8,19,278,1099,170,115,54,46
12/16/2021,257,87,405,30,7,11,261,1058,171,112,54,46
12/17/2021,250,87,408,30,5,6,268,1054,171,120,50,46
12/18/2021,251,87,378,29,4,6,229,983,170,109,32,46
12/19/2021,240,91,377,29,2,2,220,962,171,109,30,46
12/20/2021,243,86,385,29,4,-13,281,1015,171,112,27,47
12/21/2021,246,90,380,29,2,-6,318,1059,170,106,24,47
12/22/2021,249,90,382,30,2,1,300,1055,171,109,21,47
12/23/2021,256,90,361,30,2,15,290,1045,165,99,24,42
12/24/2021,257,91,355,30,4,24,241,1002,170,89,26,41
12/25/2021,248,92,356,30,5,40,214,985,170,88,24,44
12/26/2021,254,92,353,30,4,38,223,994,172,88,24,39
12/27/2021,257,92,354,29,10,50,220,1010,170,88,23,42
12/28/2021,260,89,357,29,9,54,228,1025,171,90,22,43
12/29/2021,263,91,363,30,10,77,229,1062,171,97,22,44
12/30/2021,263,92,360,32,10,78,231,1065,171,100,23,41
12/31/2021,262,82,343,32,10,89,234,1052,171,98,15,36
1/1/2022,264,93,279,31,8,79,236,990,159,67,16,24
1/2/2022,265,99,263,31,8,79,256,1001,161,54,10,26
1/3/2022,265,97,252,31,11,83,279,1017,159,45,10,27
1/4/2022,265,96,245,28,10,62,295,1002,158,41,5,28
1/5/2022,248,99,266,30,9,16,311,978,161,42,22,28
1/6/2022,247,96,246,29,7,5,307,937,159,39,6,28
1/7/2022,264,95,251,29,8,28,306,980,161,41,6,29
1/8/2022,263,97,244,27,6,36,284,957,158,39,5,28
1/9/2022,264,97,242,27,6,32,284,952,158,38,5,28
1/10/2022,265,95,260,27,8,33,327,1015,158,44,5,35
1/11/2022,263,94,252,30,8,20,349,1016,158,39,5,33
1/12/2022,265,95,268,30,8,22,343,1031,158,53,5,37
1/13/2022,254,85,258,30,8,23,353,1011,158,49,5,35
1/14/2022,258,93,256,30,9,18,351,1015,158,42,5,40
1/15/2022,251,96,252,31,6,18,334,987,158,40,5,38
1/16/2022,251,97,251,31,6,17,338,991,158,39,5,37
1/17/2022,249,96,259,30,10,15,370,1029,161,40,5,42
1/18/2022,224,90,250,30,8,9,397,1008,158,37,5,39
1/19/2022,256,84,250,31,7,17,386,1030,158,36,5,41
1/20/2022,260,88,250,30,7,12,359,1006,158,36,5,40
1/21/2022,259,90,256,30,7,17,338,997,158,43,5,39
1/22/2022,263,97,249,30,6,18,325,986,158,36,5,38
1/23/2022,260,98,243,29,4,20,320,974,158,34,5,36
1/24/2022,259,94,267,30,10,18,384,1060,158,52,5,42
1/25/2022,262,92,276,29,8,15,405,1087,161,55,5,41
1/26/2022,263,90,295,24,8,13,399,1091,161,76,5,42
1/27/2022,254,96,290,24,8,23,405,1099,161,71,5,41
1/28/2022,255,95,277,24,7,14,362,1034,161,59,5,41
1/29/2022,260,95,271,24,5,14,340,1009,161,55,5,39
1/30/2022,259,97,268,24,5,12,340,1006,161,54,5,37
1/31/2022,265,96,280,24,8,11,350,1034,161,60,9,37
2/1/2022,265,95,342,28,8,35,323,1096,170,94,26,45
2/2/2022,265,92,322,28,8,40,346,1101,170,77,26,41
2/3/2022,264,92,310,28,8,47,354,1103,171,68,23,41
2/4/2022,264,93,317,29,5,48,352,1107,170,68,23,41
2/5/2022,265,98,322,26,1,42,305,1059,171,75,24,41
2/6/2022,265,99,314,26,0,45,297,1046,171,77,24,41
2/7/2022,264,99,321,28,0,36,325,1072,171,84,24,40
2/8/2022,266,97,300,28,0,48,333,1070,170,71,16,41
2/9/2022,267,98,302,27,0,42,341,1077,171,64,25,40
2/10/2022,265,98,287,29,0,35,352,1066,167,44,22,40
2/11/2022,260,98,271,28,0,32,344,1034,166,40,24,38
2/12/2022,266,98,271,28,0,27,325,1016,166,40,23,38
2/13/2022,265,99,272,30,0,34,296,995,166,40,23,38
2/14/2022,264,98,287,30,0,31,325,1033,167,50,23,41
2/15/2022,264,97,308,33,0,30,330,1062,171,59,23,41
2/16/2022,264,96,267,32,0,27,325,1011,160,40,23,43
2/17/2022,256,96,261,33,5,31,345,1027,160,37,22,41
2/18/2022,245,97,265,32,8,24,349,1021,165,37,23,38
2/19/2022,246,97,266,32,6,24,284,956,160,34,23,37
2/20/2022,257,98,269,32,6,25,272,961,160,35,23,37
2/21/2022,259,97,270,33,8,28,291,985,160,39,23,37
2/22/2022,258,97,276,32,7,32,292,995,165,39,23,38
2/23/2022,261,96,298,32,7,31,303,1028,171,49,23,39
2/24/2022,261,96,334,32,7,32,296,1057,170,75,23,45
2/25/2022,260,96,372,32,7,33,288,1089,170,103,27,48
2/26/2022,260,97,393,32,6,53,282,1122,171,108,40,49
2/27/2022,260,96,382,32,6,59,281,1117,170,107,31,48
2/28/2022,261,95,381,32,8,53,319,1148,170,104,31,50
3/1/2022,261,93,390,32,6,48,330,1162,170,99,48,51
3/2/2022,263,94,368,32,8,41,328,1133,171,99,49,42
3/3/2022,215,94,366,33,8,43,327,1084,166,99,53,41
3/4/2022,260,94,372,32,7,41,320,1127,175,99,50,41
3/5/2022,251,95,374,32,4,35,307,1099,172,100,52,41
3/6/2022,255,97,370,32,3,34,297,1087,170,99,50,41
3/7/2022,257,93,373,32,6,27,346,1133,171,99,51,42
3/8/2022,259,96,372,32,4,41,369,1174,170,99,51,42
3/9/2022,259,96,373,32,2,48,365,1175,171,100,50,42
3/10/2022,259,96,373,33,2,42,347,1151,170,99,52,42
3/11/2022,263,96,375,33,2,53,361,1183,171,99,54,42
3/12/2022,261,97,372,33,2,48,324,1136,170,99,52,42
3/13/2022,262,98,369,33,2,39,311,1114,170,99,52,42
3/14/2022,259,97,371,33,1,43,314,1119,171,99,52,41
3/15/2022,253,97,341,35,1,40,342,1108,170,93,27,41
3/16/2022,247,96,314,36,3,41,360,1097,157,84,23,41
3/17/2022,259,97,301,36,5,51,340,1088,146,83,22,41
3/18/2022,265,96,304,34,9,60,359,1127,133,96,23,41
3/19/2022,265,97,319,32,5,69,334,1120,134,95,23,41
3/20/2022,265,97,318,32,5,67,326,1111,134,95,23,41
3/21/2022,266,96,329,32,8,50,358,1139,141,98,23,41
3/22/2022,262,96,342,32,9,69,354,1164,153,99,24,41
